RestaurantId,Cuisine,Rating,NumberOfReviews
mc6-ig757TzhPpJ7TV3pEQ,italian,4.0,35
J38XGzriEkMsDfCMt6et_g,italian,4.0,1058
Xin_wedns7o3-SgCke1b0w,japanese,3.0,57
samBmcA_ysePpw5VYWgxdg,french,4.0,269
z8j7rx9RpkR5vQjFumUP7A,french,3.5,628
xQ445GaWVN5Aa3sFX9OoIg,french,4.0,1412
m5Whyz8O8jM4DrE808h71g,indian,4.0,456
iX-JFBFrKAJuv07uhHoi5g,french,3.5,160
27ASh8-hTL5jp5d_WQGHxw,japanese,4.0,199
ydjApPbEDF-hXbdxlus4jA,japanese,4.0,536
CnkdNQw6VsWBY9g8tb2Qag,japanese,3.0,23
DH6vM_NdIN5q-xfiHnJ3mA,chinese,3.5,230
EZNw56hywTm1PJNYOMbfHQ,italian,3.5,102
qtdR-eDXwbzWQvUzVXQE6w,italian,4.0,150
LDwxXfapMw6xNbTF0YDFaQ,american,3.5,274
pYCj1Bzsfh36MfmhBS_Qtg,korean,4.5,100
Bh0Rxd4Yi21luny0S95GaQ,japanese,4.0,257
5eXrMPB5GUM-sapL8T-znQ,japanese,4.5,93
EuRT4si-_ZZq3in3kmqgOA,american,4.5,7
il1R5bsrH41IuqJhUbj4dA,chinese,3.5,4
ZfOL6JtqaYUEIvr3HM0hlA,american,4.0,5
9FnH4XwW2SNPztHg49ISyg,american,4.5,5
3K7Kc82bhU6-qjAjsBs3Fw,korean,4.0,493
z_yu_Qo1xTLeYPBqBM5igA,japanese,4.0,92
_Zq3mxKHO7uzKBzF6FE8sw,japanese,3.5,164
CdHOwIO6OFNXZxPYEUts2g,japanese,4.0,535
uTXRhiUm5yXLLjC1oGy7ig,french,4.0,478
k34VgKhpuIRPEr8vKSMwjA,chinese,4.0,18
k_y6o8zqI3cODdKABwWZ9g,chinese,5.0,5
ufBkr8JaT5rP-ndrGydasg,korean,3.0,56
KU8N7dW6vgOA_-HdVL8o8Q,indian,4.0,10
bL_SxpTTk8Y25mRFmhap6w,french,4.0,334
uYLIo8FCr9Ug5SFORDdsPA,american,4.5,160
m9Q9x-Hcxp24gZCaTTJY-A,indian,4.0,102
v3YA3DF9wKY_aWCKNdDEPg,italian,4.5,45
gmNCnGtIo7VoMTTU16rBMw,indian,3.0,5
eS9mTLlWwu_Ap2ROMQWPxg,japanese,4.0,945
NL8nsC9VzhQIAs5yfC2cVQ,indian,3.0,108
-GMPI7zEl1_7WebM-8VJ9g,french,3.5,190
pFUZEEN4B-yp0785xHyoqA,japanese,3.5,68
NQbh8zKPqILV6WeYSOM-yQ,japanese,3.5,142
hzPBADaUBQEL30MGrvKsww,italian,4.5,205
rQpO1Eie_zmeAOQ9s-T0sQ,american,4.0,277
6vEOMyq9Zb7QVqBecvgY_A,american,4.0,496
jUD3vbZS_MGkDk2yfBXZuQ,indian,4.0,56
hmdm-dO72hLsMQwQRcGEUQ,american,4.0,504
RQRQOO_CGhj16AIz4KqlQA,chinese,4.0,16
HL3HqL_EUdlXFvBtxa3gFQ,american,1.0,4
SyQSAyd2ij6st3oAurb6XA,japanese,3.5,21
Va_mnsEvBghHXvc7uZIWJQ,indian,4.0,475
YdAtCf_13UK-uvXuOMrhNg,chinese,4.0,139
HI9SaInV7Ahf_I16lrovjQ,french,3.5,227
s-b1Mn_Gzkftz2MCjZ3lwg,korean,4.0,107
5W2j5LFdJoWDOj2efIljUA,indian,5.0,1
MM5P9cKlzovYLcf5qf2SwQ,japanese,4.0,373
_xfW9vSlsqySASBWeUeFpQ,italian,4.0,64
xH7mEjh4Rn6KdHjXYNoOjw,chinese,4.0,555
v6RjG3uaY7QkXdNLsHB5jA,korean,4.5,6
VpInBiE272MaN1Hi0DA-Zw,japanese,4.0,164
iBv3jR8lxH2e9dV42Sca0g,french,4.5,90
syu8oCU9h3X9hfAE_lpADw,italian,3.5,281
K9kL1ice5jlkPXcNyTus3Q,italian,3.5,224
gRXsXkfhxOKS_-9_fSV76Q,japanese,4.0,19
upTR0Et3cuT-0gFCUezctQ,chinese,3.5,2
aQ3ItY2EtY8N1ass90goRQ,chinese,2.5,9
_saXnBy0Wq2Gb3YusWZhqw,korean,4.0,955
GpCZORguVJZGpd5GoL9Arg,japanese,4.0,608
9MBNbh-0QtzA8UcBCjaNcg,japanese,3.0,184
RTA_esY_iOwFe3qyNzHeLQ,american,4.0,71
I_1ZCl2jKJ5Pc21pyXVWHw,french,4.5,11
cCw_tIC--wIouyhHuDDCAA,french,5.0,3
3lLBRLbXAIgd1yZgWgnfeg,american,4.0,674
SenZItlZ9eIWNCZ5yB6PdA,indian,3.5,6
r6r-XK_wL02FQdAgaauTxg,japanese,4.0,190
IJMjzCc5gPJo_40cRRspLg,american,4.0,330
UQZmhaPAMdZabid6ccvhTg,french,4.0,278
5nODUmSo5UeIzBg7tX-QnQ,french,4.0,624
uK1U9Ny7p2DsNR_B8w2SkQ,japanese,4.5,16
Gm717djJoH-jsE8wXe5_5w,korean,4.0,1
_vQugjzPLr-4udYpiISieA,korean,4.0,23
nyN6xEgKkWTAM4C41nqpkQ,japanese,3.5,150
55spA8dSOvKRme3ix-k7gg,indian,4.0,873
pg2NNr7wQeMo5cJoTYPBRQ,indian,4.5,54
gQ6DNeLNWQV-zwWyuFeBpg,chinese,3.0,138
_XqJ_YCUMcIQXgi50H9rtw,french,3.5,52
arjGljFEF5MQ9W2Q_GGCgg,french,4.0,524
0D4a1adz96Gxnfd0JqwrEg,american,4.0,22
JaKLZrh1Y_2qB_0Gc3bk3A,chinese,3.0,410
p2g2v5Fo-WX9tcuCs5PjDw,chinese,4.5,15
EBLnoiBasjn_56UfTCnNsQ,italian,5.0,6
ik7LcD1fkzVbVQ6Sntd4LA,indian,4.0,116
ZtjF2N3eYOjtnI3cES2fpw,korean,4.0,22
FDhOPRZ01PDEEH-QCnVIyQ,chinese,3.5,34
b7uTP_afs5Gkf66K7yDl-w,chinese,4.5,10
VUozVuTQ4Qq4Uo9lb4EIJg,american,3.0,120
0sR9gXJYvnSuEUaqiEmvRg,italian,3.5,200
TuoXbiDqhFBJiyAXpcOLuA,japanese,3.5,6
XpYm_l-zKI3Rl4E8WODIDA,american,4.0,383
kH5RMIaFmd-bekCIhOcqDw,american,4.0,236
TeBthQZ2xpxyvXheS08ovw,japanese,4.0,433
0alEeu0dAvbmR91tM1afiw,italian,4.0,54
y8Z9Tos6qtDVd0X0QVm70g,chinese,2.5,32
3qK7p7vhthzsUC0_aYTlrA,chinese,4.0,2
d-3iSxCYj8i5bvivBgf_kQ,french,4.0,60
j9TdOBSQ1LRw8v3hW5fObQ,korean,4.0,2471
kjTSWJDalnD8Oyso9Ldn1Q,french,4.0,65
78TCGIG1eHMYdyvMpFdDbQ,french,4.0,82
3iLPrhNb02n81GdxP_jqgQ,american,4.0,270
r_QyrpiVTXFva14r0mB_OA,italian,4.0,251
frjMUU8VpT6Ou0y7TWEgYw,japanese,4.0,2
jt6ygaAb0W_o3nWqbr_UjQ,indian,4.0,39
jzO5HyrTtumHpe-pbUlndQ,indian,3.5,169
TBPoZ9bESX0YnIZ0uKjX_w,japanese,3.5,210
jwPAFWZ5B6ctjFqa4_mUSw,indian,3.5,399
Pn5B8A4P23d5_FE6y8A2wA,american,4.5,24
ktvhcL-VzaZRxkqm3rAXEA,american,4.5,20
uK7BhMiook9Ij93l-5nEUA,japanese,3.5,87
oU8KphUV693RG-QnYIOzlA,italian,5.0,1
TikAlBfPzWZQ9h5yk8Mmdg,american,4.5,179
x593rd-PSjGje4Uks1FKEg,japanese,3.5,788
F9WW1mbkhQUSrN5l5XUd-g,american,4.5,16
xhWqjDuoORYBVgZVc4uK3g,indian,4.5,163
G_7s53wlFDhWPFdwbJ8eTA,korean,4.0,41
-mQG7oEHSAMr9dBDrrqI2g,indian,3.5,73
bdKc4CSJPv-XLgxVwrtPrg,italian,4.5,283
ojohwZNdrLMFVfRnw1nMew,korean,3.5,77
CO3lm5309asRY7XG5eXNgg,indian,4.5,184
PerCtK0A27ku-cmBVMh5tw,italian,4.5,66
w2Bt2DkJu7tiX2KzqlO0NQ,american,4.0,181
wUu9WcGjP8KS6KlpARChyQ,japanese,4.5,204
qP0rfpzlC8gL_7JeipesRg,japanese,3.5,83
zTxoqf4dRIjWn-CK6T0Agg,american,4.0,186
CaePwnJFkVf2uCGduM8RzA,chinese,3.0,9
yndzCcgUIkGhvTyF4va-Eg,indian,3.0,28
xeC9vn3dxVVzAMR_aFwfXg,italian,4.0,282
nC4HwtW5_nDICBAVPqN9pw,american,4.0,200
bVkavwJ8OgU4yPiUMoEOPg,american,4.5,29
FWjl6BrMie6H78OSWJG5Pg,american,3.5,219
PRd1P_8glLwB5cNO-hFEcw,chinese,4.0,10
nrN2ho_EnYamVx0SutpYnA,chinese,3.0,31
Y98a2y3r77l7S4wVS4Vqzg,french,4.0,63
bgnM6uy66zupYzb4QdL3vA,chinese,3.5,85
Ece_DRuD1yQjRPJBAebRpw,chinese,3.0,221
OQz_k_yWmub01dPFISElLQ,chinese,4.0,4
UA2M9QFZghe-9th2KwLoWQ,american,4.0,4285
5ghrfSMoy3HKtPxwyV_F0g,american,3.5,397
96svxj2NIOrba2fBMZAqOQ,indian,4.0,1885
Jy6qxXks0w5Wmurzu7rmBQ,american,4.5,49
vec8jeVbbSGzVlStl0Xp_Q,japanese,4.0,428
BiNtCoIGo00Lua93hOrj3Q,italian,3.5,292
rp_TaJRjaNmOCb8vJ2S_sw,indian,4.0,252
PUwrkoUztUYs4VdHlK9qBg,chinese,3.0,46
_OzfOh1aJM4PFCG-qpVknQ,french,3.0,567
qEbQbYZxurnuVxDrNHQUJg,french,3.5,187
nrxSzq-VxLqD7aFkE4SH3Q,japanese,4.0,541
7USPKYeaAfxl0Ch9j_1l7A,indian,4.0,388
M1ezrU7GkA7nqlnvTkLs7A,indian,4.0,4
NiosoLeT66--O2BOUlI_GA,japanese,4.5,60
ugj4h67GK9hcvKgEIy5Tew,italian,3.5,78
OOoua3Q6PfqtImv3DjdcWw,american,4.5,276
XUYR7XBtPn0cIAn5hCl4Cw,indian,3.5,75
abNHO9-xlCsv31gghCUuxw,japanese,4.0,805
G77Fo795EhpO48Lst9eo3A,korean,4.0,520
CGah1h1clhuptjHaecu6xw,italian,4.0,89
WG639VkTjmK5dzydd1BBJA,italian,4.0,1546
pDwhlX9jNBGnjvyGR9jYWQ,french,4.5,273
t-Pm38_XhMnGfOYgkhaNRA,french,4.0,122
dvOvoJMIZmsCTEL1Dg0WXQ,italian,4.5,136
7QNfgCS66llLCsVu_8VOyA,indian,4.0,266
shHhP5lfZwrAYFL3K04_lg,japanese,4.0,22
0odtQty6tMRPQ7UrNysUxw,chinese,3.5,11
wDRgZ1i7xcJ51xgtfO-fxQ,chinese,3.5,268
G7ma8oBvtJpgqlVHpXyOFQ,indian,3.0,30
lNVGCxjs0_FZz4J81ds71Q,chinese,4.0,8
Yb6PQ_4YQpJ0SVZ1tetkbg,chinese,3.5,104
R8V3qK43gbtjgjtIy5zhBw,american,4.0,84
wnyX_yg4ddSDkupwFKftIA,italian,4.0,269
4HvBAmpVXUwW5BucwMR13Q,chinese,3.0,14
eVZGBIWAmQxiTwVYA0pjWA,indian,3.0,5
s5JNxy0eAFgxS2Poi73ODw,chinese,3.5,56
oUfTF9uBy6MyKiONbgkilw,indian,2.5,2
VY_Zo4OofWTwI72hzb6iYw,japanese,3.5,49
iZeAlmKKvxnPu5oUKN-B3Q,american,4.0,235
fe1PZT1Fm_qpmlgiRnKuiQ,french,3.5,235
Maks_EfVcTOe20TnGQy_MQ,french,4.0,655
i1fs2DRTIoKy1sNr3Gx-5g,american,4.0,124
JDTgsd-sEcCoENDe8W2VVw,korean,5.0,1
uPWyvfh5qSrVbujhjsDiiw,italian,4.0,316
gAc5qTZ0JrYB6mr5j5AluQ,japanese,3.5,177
61HfCnnk6-SlvAuutOFntQ,japanese,3.5,155
MTzNVqXsmm7GEqqCRBhNvA,japanese,4.0,18
9OKc9dAnIVmBWae_x8a0bg,american,4.0,197
LXdblKc5g1Dp17xiV-Am1w,italian,4.0,779
HD0e3eHwv573qHZOJJitWg,french,4.0,367
IgTNgGE0qvTjkmCUzrNwtQ,chinese,3.5,220
UGvF4yz_VC3wZ5ylz6NMYw,french,3.0,3
evhkqaDVxi3LGb39Rw-_Aw,italian,4.5,72
XHhRAKq6DArQXYhkgvwaow,italian,4.0,430
Jknvr_-Ys6D_riZptBadsA,japanese,4.0,24
sLxHi6kOAEV6iqr45jzb_Q,japanese,4.0,327
g-Fe-czz3PrpZkb0U88R2w,korean,3.5,155
5IWHqWkAw89vZ1xz5c0Nww,french,3.0,66
33-gzFrwKaorMCvxR7fTNg,french,4.0,279
_HBpi2PIG8Zxz01Pr41MIw,american,4.0,615
HM6cvh5A9LLBeb4Sca6fPA,chinese,3.0,61
zdgJUdnxkRmmtb4qIk0ZHg,japanese,5.0,10
5DoCTugT9AF-P3VspApsyQ,italian,4.0,113
xI0H0K1MAq1U6NTp1xFreA,american,4.5,158
IdZ9HpVlPA4nVK20-VNQxg,indian,5.0,5
kl8Lw7RD7cSeX55Ad5ab7Q,indian,4.0,40
IsexBbtRCOy2qIPPYQh6_w,american,5.0,5
VUcrIqM40HWWb2sxAS9mLA,italian,3.5,246
cQVW6-IrfM0TYXdZUerxlQ,american,4.0,66
ahMxvJI5SnqHUccFSpYWwg,korean,4.5,62
nKjEA5nW5zm2MjD2ukdTtQ,american,4.5,81
2UAvRLaWMc8lYE4FZSPhrA,chinese,4.5,6
4QGn3I-ZvdFkxgEniosyuA,italian,4.0,116
IRRhwACUiMaqkBVAZiCzeg,indian,4.0,65
DeiVNRCo4kw5XUsHbXFkUg,french,4.0,143
_VWpp7qBwJTAEwc4U2QX8Q,korean,3.0,136
44SY464xDHbvOcjDzRbKkQ,japanese,4.0,9286
czp2dfwZ8MK0GwemL_6pWA,korean,4.0,55
U1MA_TtQm3BB-Bf74Kklbw,french,4.0,91
3uJAt1EHG0x9pz_c91AHuQ,chinese,3.5,28
eSyYRxNDQoOundKSUqRosw,american,3.5,178
Uk_7Xc6j3bRmweWQFvei3w,american,4.0,65
1gK-0_lGqjxbwiHWcXXdzg,indian,4.0,219
l6ZFhrONGp0b80bxnOFiwg,japanese,3.5,70
eWMuXtaBzf0H5u0Vf_zpjw,italian,4.0,236
yxNl-s1wpguz-7BnQ-EbTA,indian,3.5,9
wZMBvQohVF5qelFRGAo5xw,french,4.5,144
X7Opl9IQDOJNK1tJplhdXw,korean,4.5,85
PuJex8WQ5_Qym17HP03mXg,italian,4.0,52
XEN8cu1woUXfadkWBoxjRQ,indian,3.0,13
ZQ-dG0tuqniCmfJ2mptRpQ,american,4.0,56
tjstlcFtOiXnUU1MAG1uqg,korean,4.5,288
iGIr7N3UlcidQ0FlPBSK4A,indian,4.0,78
X0RvICQVc4mww5Demc7L0w,chinese,3.0,35
r-By0Hcu8imVawDfIMwRdg,japanese,4.5,4
ZgpmuOHlmuvXO7uwLtkkFw,american,4.0,290
pM9_afJOT623MmH_18t6SQ,american,4.5,14
m1SprA3LBB5mL8QaH5GTew,american,4.0,97
zX8IF7oCbw1HrNaPmOBy-g,american,4.5,31
z-0XNRNvLK1-UOPLakh4HQ,indian,2.0,1
ZrzSDDj54aUlPqn4MQMKeQ,japanese,4.0,614
Tx8cCaTFV42YZveTMYOo0g,american,4.5,9
nhphKYpLl-pgRrEgZ1Kl2g,italian,3.5,147
5TnBfeoBpxPPwIXMGBMasg,chinese,4.0,52
bl-TaP_DzUlR5vFbMGozqw,italian,4.0,19
yr97Mr7cDaaUigZXqHuIeg,chinese,4.0,8
5MpWHGQ6Qc-M4q1KL_nioA,italian,4.5,139
JXsHJfBAKZT0fG8XkA9Kzw,american,3.5,444
5OfCQDtwqKiYAcsi-NABjQ,american,3.5,152
n0CFf_QvtK50ZW5g5w0teQ,american,3.0,229
SmGV2Ns7Md4MpNg6sskUpg,korean,4.0,35
x3_DaW2lWCNovheuZV_nAw,chinese,4.0,42
ciJkcDZ5kCh5D0wWyvvipw,japanese,3.5,143
kB3QyyhHFVyhGgp35Rnuew,indian,4.0,794
nkfUKb7oWQt54Uz9VQLhUg,korean,4.0,1562
uRFXDG0vmjKQ39DlGVn0dg,italian,4.0,48
PntYFpmgQjAuccjszMFbBw,french,3.5,149
HMU_BhMsOEQ5e7td-dwbFw,korean,4.5,7
O6sP3pvLikfo-aAq5JMPng,japanese,3.5,43
6wJOojpF2c4lLeBNbTBB0A,korean,4.0,140
A_pEWrmdOmOuppwSZOlCBA,japanese,3.5,180
xzN2k19JXDYjOWAhNw62aw,italian,4.5,206
yvhhKv2CDjuJsC4ecG848g,french,3.5,104
m6WOGq7BSB8YPjKoOpNTLQ,indian,4.0,278
1MqGlFP3b7H77fzUkJMKgw,korean,4.0,481
X8yEmEDD9ZTkHoIRFqzcRw,korean,4.0,197
BgGz5IdV53bGb4o7opR5zg,italian,4.0,581
oRCbrbLqvOcBuWPzSjOllQ,american,4.0,106
x6u4DehJyvFPJKOOSjhPdg,italian,4.0,35
q1j4Xgq0_myV0hzgTZ2nkg,american,5.0,2
oJtepqd05qirG0kPpapEFw,chinese,3.0,20
BXiX5-ce4NNxsw7eUDZeOg,italian,4.0,358
yQg7jWVUv0l0w7WoEMftrA,chinese,4.5,3
-oj8yGjD32mIKQEOou-cKQ,korean,3.5,242
L6DAp6L1ZJKeeDN2PwoOLQ,indian,4.5,179
4p5Fzyt3-mEYFKIYqZ54aA,chinese,4.5,22
3uXPkkEZbUrbk3e04aBZmQ,chinese,3.5,263
xyHakz7K8D6y0tZ07xl-Uw,indian,4.0,103
vXYFa2qzppkGiOiVPrLwDQ,italian,4.0,459
U2EvUcS9KtXDv_Yw3cugiw,american,4.5,47
zzzOOwSYzuTPvsafSCzDPw,japanese,4.0,29
aQHyp7y5Ux1sI8hC6qEwEA,japanese,4.0,40
i4TzhIY8z0KIaBBH1iLZLA,italian,4.0,183
B3i4zs5wquFu1UZyzYJ-bQ,chinese,3.5,1752
pxlaHNbS-YPhntHMW0DE6A,american,4.0,16
iPE3nbYTMeQUILrCZBY4mw,japanese,4.0,2
d8qCvlsG3jwxQPZc_OGogQ,japanese,4.0,357
ZMFj1vCfQWdSAtwyjqRUlw,italian,4.0,453
0n0AbOhJ9H8r8g5luFuUGg,french,3.5,77
l7OsDvMOO3ji3fg0nT0QzA,italian,4.0,499
fFkqEyupjc5x2iJQIPcpLw,french,5.0,126
flcy6dNr4s12PTv6VtBK9Q,french,4.5,42
yi6jIxzHo-nbAOG4KWuqcw,italian,4.0,1217
moaPtBNbQ5VNu2Z0ilCVGQ,american,4.0,449
Tx3pJnxQo00twdxjvjc8Ow,indian,4.5,31
YgQ1AVY9JLSMjSRX3Hzj1g,american,4.0,679
JhSdD5iLmGcDCy_LHmyMgg,french,3.5,64
vjj3MMPkULJUCv8xf3XRiA,italian,4.0,135
Xu8H24NxJJxEE-9wGp_AMA,american,4.0,205
WZwsWjcFILSyx7ii-Nrl8A,japanese,3.0,49
OmB4X44Ru8gjD6qgSNlXdg,italian,3.5,93
zWem2SAbFc7lIYR2y9DE0g,american,4.0,718
BpdlX1j1-FbOC1dWIrZv4w,italian,3.5,191
0GN6l4FAknTFSWZhEan45A,japanese,4.0,164
c76v7CGWWjWj__18Mv2j5w,indian,4.0,302
fSQ3CCtFSJ2S8VXDi02-3Q,french,4.0,412
bnaeQCoBiQ7a5IfyBkrGCg,japanese,4.0,66
Tb4aUIIy74xG9wLDEwpxdw,chinese,3.5,173
PY-v9ObQWyS1Oiz89IUfEw,american,4.0,254
IIsJN_ilLI36zGAF3SMCCQ,italian,4.0,92
W_7rRhz8Mlt12BSqZ8oJ4Q,indian,4.0,56
VrwwIxnK06PPZJIli4B-bA,american,4.0,5
IQ5i53Mt-xFE73eJZZMt-A,chinese,5.0,1
OaMvvcvdwnbSGGRz3oWQaA,korean,3.0,346
rlkF5x0j5VyBpFA7U8zQHg,american,4.5,19
C-3TuAcJV3qday2DsBGiKQ,japanese,3.5,60
0F4k2gAYOVYo5RQwkF3Brw,korean,4.5,115
RjblkxUBTtzG-tcgFyCofA,korean,4.0,30
F2YbqhVr6hBsFrDCyr6M_w,italian,4.0,778
q45SMZfNrF4XZZWzIC4tGw,american,4.0,417
TTwPVEHeSeyFMLF6cik8Lw,indian,3.0,186
kEC66zgpguVsizQeCAJoCg,american,4.5,180
HJwXGxmXdB1X3gfCZMujjg,italian,3.5,219
1KGvtMU7VBcdlvxo2brdQg,indian,4.0,190
sEShqxRbZuWqjXEVCGMK9g,indian,3.0,75
1GNH6ZldleY8rKtWNZX_yg,chinese,4.0,33
nm5rcWNmfevNXLNQAITi5w,american,4.0,425
GmtybiZEicQ4qqPTzhqVew,chinese,3.5,49
2VpurA2lb-q90nmALklNcA,french,4.0,855
ZhGdeImPYGZt99TG68IGFQ,chinese,2.5,2
VR7vl4qSerSyEMpHc0Bp9w,japanese,4.0,215
hh0ae47ojPqq3USCRLmAjg,japanese,4.0,813
RQic4NVDNhCwJRCK-Rgp0w,chinese,3.5,34
q5rN0Ygl0Zoq6cyWfcDwvA,korean,4.5,4
83ZJrizS8F7HuvExtqCpNQ,chinese,4.0,22
Q6qHkTit6cROizlLt2oQXA,french,3.5,151
upJ9H46PS9mikHto0BNLDA,french,3.5,67
Rc1lxc5lSKJYd162JHNMfQ,american,4.0,1735
gXuKTGiI6-rwiKGN8iGWZg,korean,4.0,286
pb_ZeBeT3eYtr_Ctxjzy8g,japanese,3.5,29
YE2FPm9o32ojTG2_1pJBYw,chinese,5.0,4
pBHe2iBwoA60q_fLuz1WMA,american,3.5,412
leK-lUQAEVFcNkIWc-LSmg,indian,4.5,117
HsqaGB90PYkI0En3rrtupQ,japanese,3.5,153
w2oSwwvOf-DBnEUumq_TIA,indian,3.0,605
qiw9Kgsu5YVGrQL_OeDmcQ,japanese,3.5,1255
egQkevpRi3g-iKrYIlBpGQ,french,4.0,274
BgOcW8LyNE7gf6MsxV9oyQ,french,4.5,185
4F0JFidshOdAMLIWqnmQIQ,korean,3.0,1
TvkSfCrirQTnSjhHE0sTpQ,korean,5.0,12
_f6jjUliJY8IVrgkcgG_zw,chinese,4.5,10
RbMC9zD11aB3kgrXi6O3BQ,american,4.0,162
nw85LVh6H3JIiw3ugvhAmw,italian,3.5,417
f_drbnpRrvOfLKWMiT247w,chinese,4.0,5
Q3-zMT4lS0f3m-YK-eh_tw,chinese,5.0,2
Dw0D3560Yt3pQtdm74gGeQ,indian,4.5,153
OmCJH9XPC_Zc9S7CWe__Xw,chinese,4.5,29
2txI-FAVf7q0SHNPcnjm7Q,japanese,3.0,248
6KQ-jlXjOgb_uVeZxgimqQ,chinese,3.5,16
a52GUjv7jYD3Baa0Ltbytw,chinese,3.5,16
sgUBTx6BgETyhPlLmNkZUA,korean,3.5,106
FZTx3y0PeGje5v6z3zwcbQ,french,3.5,43
_nloHouWAuEw7g7SgbAWOQ,chinese,4.5,36
flHcoaHEWxACgc-Vk9MsOQ,japanese,4.0,127
x31Xmdw1ekbG-TdD8hT0_w,indian,2.5,174
tLrmUO7QhCSt_l1D3QRiNQ,american,4.0,87
BkXb82Y2OIsQ5RpNNQOYmQ,chinese,4.0,89
-jSxoTeK6DXEqtEhlj2YFw,indian,4.0,4
6G0urbBDz_CnYnGXApgUcw,american,4.5,73
0_ONgLkWOmGnjhCecpZPYQ,indian,3.5,52
tp0rIpu4IWnatFZHycozCg,chinese,4.5,9
N5xMhepvfbXDS6DL1c55Kw,american,3.0,125
dOxBYyxlZ2paUXE9vGis3Q,chinese,3.5,90
6osYYrn77CbYPUrSnJOTBQ,italian,3.5,48
0WDHtP31HeVY0LP8INiFzQ,chinese,4.5,68
HHkTmzDBE9sGWvtSW9Ne8A,indian,3.5,267
W0T1M0jh4On28hpXM-aFyA,japanese,4.5,16
2Ugmqz5WYg_kACr8pKPrYA,french,4.5,77
hK14kghcSPkljAqzEHNemA,american,4.5,248
TV8v5BQXMprtMwhkUXjLdw,chinese,5.0,20
lmiwPS9tl3cyMDGDeVstqQ,chinese,3.5,108
byVh7Hkn6DFGC9m13hrrZg,korean,4.5,3
dT29Lc-VVb8EQ9b78ztTLA,korean,5.0,2
_FhKGcCbiYgtkXcCiwTAiA,japanese,4.0,645
juoHZs-uMmqW4gQ1iISvxA,japanese,4.0,474
UmMANzkKokdXcnwG-zQNIA,french,4.5,21
3R-S958SenPaaveuPzSN9g,french,4.0,254
OY70rYTi8Qtmb89IWRUOaQ,italian,4.0,24
LkT2-XYjuCSmObs8rOLdzA,japanese,4.0,453
rpVX-o82EEOX8ZDnM28a_Q,italian,4.0,187
zhkyBId_RIPyiOFE2R1PRg,japanese,3.5,162
Kqb7MjTPNkjPMoFRd-rWpw,chinese,4.0,386
NZb6ILmE0p4gQ5harzrAvA,chinese,3.0,334
-CIEVfc1Xsa8gqdN8UGWAQ,korean,2.5,13
lwfCl81r5a0mjxDNxNGC9w,italian,4.0,549
NHoKf98A1Hi8htHEfeptgw,indian,3.5,133
RemvTpxalDjSew5HwmNzUQ,american,4.0,1230
2-Nuy6YhQcD6GFQHS9EqSw,indian,4.0,59
seGYMEYsw6F_H33Md1E1dA,korean,4.0,584
WUPrcnURSfibzPdAr0AA-g,american,4.0,44
kDJbzzmCEjFbyDQ-lSygvw,italian,4.0,357
GafVAOtTmzjiC9B8jKPm_g,indian,3.5,152
qNVN0dsnl4akLNueEoY-Hw,american,4.5,10
Y3xDbSHXs6apMA4JLGJZ1Q,italian,4.0,423
d1n_7ljBzE6NwjR0rlDJzA,french,4.0,55
nSUIB7itn5ufTUzwa1IgxA,french,5.0,53
unWoFZeSWa0DK1YMekO_Uw,american,4.5,403
jobs_CC3sqaqfkzM_N9K1A,japanese,4.0,95
XQe54YWdzQHCsxdDVEGLrA,chinese,3.0,16
q1oqr0FIXm0uF5_fT25LtQ,japanese,3.5,172
-DT3bduqJca_u3DGDarUkw,indian,2.5,9
Rl-d6ox5msWljzRh9grsnQ,japanese,3.5,177
-pab00ajP_NS1KGfILveYA,japanese,4.0,365
kwqOmEwWJ0D9PyCdFGE3-g,korean,4.0,523
mJtzpKUPK2GquqpR9JS-jQ,chinese,5.0,1
Ei5qjq0qmfNLkdVoO-S5Tw,italian,4.5,205
5J7C1hPiO4-_9tXAcKI6AQ,korean,3.5,17
7e6fLPB03_xon1vnIQ6gJg,japanese,3.5,117
pcb8yK9_28uWz5CyokjwSg,korean,4.0,240
Gcgk6wz6itQ3D8P1Yf_5zA,italian,4.5,10
dMhRafXdr765DHe0k-QfaQ,french,4.0,2652
74FFOreAgPphSwSZlfZzgw,indian,4.0,527
6whhXAV-C9L9oM9yAV6cbg,chinese,2.5,2
-pSJz5dQAfl7xueK_kvU0w,indian,2.0,1
N-R0J3o7cmbd2ZwtLWHntQ,american,4.5,64
7g1pN6JgTf03ts4Jupgdmw,korean,4.0,51
0lZeHrKy9DLfBxek_oR3Kg,japanese,3.5,381
KS-DmyDoStti9ZjAWPO53A,japanese,3.0,49
ItZ8CzZAGXGjB8_9HxDIXg,chinese,3.0,88
bWRGDbQHe6alt54Acdg5ZQ,korean,3.5,284
r80KczKpEpPTv4kX09R8kg,french,1.5,4
cMuHouN7_VzSsm6NsSkyAQ,korean,4.0,175
zPMSuQJRpXi11G_Tqv1LJQ,chinese,4.5,22
hG1H6NRQvWQkr7OeTFqDSw,indian,3.5,90
MCnexHfsclcOpLHS4_2U0A,french,4.5,106
eTneVbjPKdo4gD9HfkDGdA,italian,4.5,89
DhBhEWMVLDxYF14a1znUvA,french,4.0,211
CAXzWJyV2UzYMAImM_YkWA,american,4.0,87
gSOMj9g3Iy9BLeBXS8VjGw,indian,3.5,65
